tx1,tx2,tx3,tx4,quartet,obsCF,expCF_net0,expCF_net1
12,11,7,8,13_24,0.0581033333333333,0.0854715891559919,0.04794035778880347
12,11,7,8,14_23,0.01207,0.0854715891559919,0.04794035778880347
12,11,5,1,12_34,0.99995,0.9985292030429237,0.9987282905657133
12,11,5,1,13_24,1.66666666666667e-5,0.00073539847853816,0.0006358547171433312
12,11,5,1,14_23,3.33333333333333e-5,0.00073539847853816,0.0006358547171433312
12,11,8,2,12_34,0.739266666666667,0.6742664124856786,0.7404149347078652
12,11,8,2,13_24,0.0896033333333333,0.16286679375716068,0.1297925326460674
12,11,8,2,14_23,0.17113,0.16286679375716068,0.1297925326460674
10,5,1,14,12_34,0.219096666666667,0.13597825944416456,0.13598552298174485
10,5,1,14,13_24,0.0693833333333333,0.13597825944416456,0.13598552298174485
10,5,1,14,14_23,0.71152,0.7280434811116709,0.7280289540365104
10,9,6,14,12_34,0.996876666666667,0.9971835822133173,0.9970669109143179
10,9,6,14,13_24,1.0e-5,0.001408208893341385,0.0014665445428410553
10,9,6,14,14_23,0.00311666666666667,0.001408208893341385,0.0014665445428410553
10,5,6,15,12_34,0.0294533333333333,0.02656446488795624,0.02656462588934292
10,5,6,15,13_24,0.0135933333333333,0.02656446488795624,0.02656462588934292
10,5,6,15,14_23,0.956953333333333,0.9468710702240876,0.9468707482213141
10,3,2,1,12_34,6.66666666666667e-6,0.005158608327271042,0.005159005261819994
10,3,2,1,13_24,0.00335333333333333,0.005158608327271042,0.005159005261819994
10,3,2,1,14_23,0.996643333333333,0.9896827833454579,0.98968198947636
10,3,13,6,12_34,3.33333333333333e-6,0.0001968234580475299,0.00017411243044901522
10,3,13,6,13_24,0.999996666666667,0.9996063530839049,0.999651775139102
10,3,13,6,14_23,0.0,0.0001968234580475299,0.00017411243044901522
12,11,8,4,12_34,0.739266666666667,0.6742664124856786,0.7404149347078652
12,11,8,4,13_24,0.0896033333333333,0.16286679375716068,0.1297925326460674
12,11,8,4,14_23,0.17113,0.16286679375716068,0.1297925326460674
12,11,7,3,12_34,0.725893333333333,0.6742664124856786,0.7404149347078652
12,11,7,3,13_24,0.11792,0.16286679375716068,0.1297925326460674
12,11,7,3,14_23,0.156186666666667,0.16286679375716068,0.1297925326460674
12,11,4,9,12_34,0.740573333333333,0.6742664124856786,0.7404149347078652
12,11,4,9,13_24,0.154856666666667,0.16286679375716068,0.1297925326460674
12,11,4,9,14_23,0.10457,0.16286679375716068,0.1297925326460674
10,3,13,2,12_34,0.0,2.3292855638245244e-5,2.060692575118378e-5
10,3,13,2,13_24,1.0,0.9999534142887235,0.9999587861484976
10,3,13,2,14_23,0.0,2.3292855638245244e-5,2.060692575118378e-5
12,11,8,5,12_34,0.739266666666667,0.6742664124856786,0.7404149347078652
12,11,8,5,13_24,0.0896033333333333,0.16286679375716068,0.1297925326460674
12,11,8,5,14_23,0.17113,0.16286679375716068,0.1297925326460674
10,5,1,15,12_34,0.80118,0.8101164330507153,0.810129175003566
10,5,1,15,13_24,0.114886666666667,0.0949417834746423,0.09493541249821702
10,5,1,15,14_23,0.0839333333333333,0.0949417834746423,0.09493541249821702
10,3,9,15,12_34,0.0,0.0005744573827510644,0.0005982864799027945
10,3,9,15,13_24,1.0,0.9988510852344978,0.9988034270401944
10,3,9,15,14_23,0.0,0.0005744573827510644,0.0005982864799027945
10,3,2,15,12_34,6.66666666666667e-6,0.005158608327271042,0.005159005261819994
10,3,2,15,13_24,0.00335333333333333,0.005158608327271042,0.005159005261819994
10,3,2,15,14_23,0.996643333333333,0.9896827833454579,0.98968198947636
12,11,4,1,12_34,0.99995,0.9985292030429237,0.9987282905657133
12,11,4,1,13_24,1.66666666666667e-5,0.00073539847853816,0.0006358547171433312
12,11,4,1,14_23,3.33333333333333e-5,0.00073539847853816,0.0006358547171433312
10,9,2,6,12_34,1.0,0.9998497564823463,0.9998435257128994
10,9,2,6,13_24,0.0,7.512175882682711e-5,7.82371435503051e-5
10,9,2,6,14_23,0.0,7.512175882682711e-5,7.82371435503051e-5
10,2,6,14,12_34,0.0215366666666667,0.017781869148825638,0.017782649683166278
10,2,6,14,13_24,0.03871,0.017781869148825638,0.017782649683166278
10,2,6,14,14_23,0.939753333333333,0.9644362617023488,0.9644347006336674
10,3,1,14,12_34,0.17483,0.13597825944416456,0.13598552298174485
10,3,1,14,13_24,0.0707466666666667,0.13597825944416456,0.13598552298174485
10,3,1,14,14_23,0.754423333333333,0.7280434811116709,0.7280289540365104
10,3,6,14,12_34,0.0174266666666667,0.017781869148825638,0.017782649683166278
10,3,6,14,13_24,0.03893,0.017781869148825638,0.017782649683166278
10,3,6,14,14_23,0.943646666666667,0.9644362617023488,0.9644347006336674
10,13,9,2,12_34,0.236416666666667,0.12722358668021233,0.24523029005699892
10,13,9,2,13_24,0.706053333333333,0.7455528266395753,0.6941988644121665
10,13,9,2,14_23,0.0575333333333333,0.12722358668021233,0.060570845530834534
10,2,1,15,12_34,0.794733333333333,0.8101164330507153,0.810129175003566
10,2,1,15,13_24,0.1227,0.0949417834746423,0.09493541249821702
10,2,1,15,14_23,0.0825666666666667,0.0949417834746423,0.09493541249821702
10,13,2,14,12_34,0.996536666666667,0.9926208185652395,0.9934725726648849
10,13,2,14,13_24,6.33333333333333e-5,0.0036895907173802125,0.0032637136675575888
10,13,2,14,14_23,0.00339666666666667,0.0036895907173802125,0.0032637136675575888
10,13,2,6,12_34,0.999996666666667,0.9996063530839049,0.999651775139102
10,13,2,6,13_24,3.33333333333333e-6,0.0001968234580475299,0.00017411243044901522
10,13,2,6,14_23,0.0,0.0001968234580475299,0.00017411243044901522
12,11,4,6,12_34,1.0,0.9998827871976294,0.9998986525439146
12,11,4,6,13_24,0.0,5.860640118535019e-5,5.067372804265969e-5
12,11,4,6,14_23,0.0,5.860640118535019e-5,5.067372804265969e-5
10,3,13,15,12_34,2.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,3,13,15,13_24,0.999963333333333,0.9969897752571357,0.997337093140327
10,3,13,15,14_23,1.0e-5,0.0015051123714321228,0.0013314534298364622
12,11,4,3,12_34,0.999996666666667,0.9998076639667096,0.9998337002140166
12,11,4,3,13_24,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,4,3,14_23,0.0,9.616801664519471e-5,8.314989299167208e-5
10,3,1,6,12_34,0.0272766666666667,0.043589980784458256,0.04358956574505724
10,3,1,6,13_24,0.9166,0.9128200384310835,0.9128208685098855
10,3,1,6,14_23,0.0561233333333333,0.043589980784458256,0.04358956574505724
12,11,5,14,12_34,0.996623333333333,0.9963945291375046,0.9968827332831662
12,11,5,14,13_24,0.00336666666666667,0.001802735431247692,0.0015586333584168618
12,11,5,14,14_23,1.0e-5,0.001802735431247692,0.0015586333584168618
12,11,8,9,12_34,0.984766666666667,0.9839427889587012,0.9934821328010595
12,11,8,9,13_24,1.0e-5,0.008028605520649382,0.0032589335994702537
12,11,8,9,14_23,0.0152266666666667,0.008028605520649382,0.0032589335994702537
10,9,1,14,12_34,0.99692,0.9971835822133173,0.9970669109143179
10,9,1,14,13_24,6.66666666666667e-6,0.001408208893341385,0.0014665445428410553
10,9,1,14,14_23,0.00307333333333333,0.001408208893341385,0.0014665445428410553
10,3,9,1,12_34,0.0,0.0005744573827510644,0.0005982864799027945
10,3,9,1,13_24,1.0,0.9988510852344978,0.9988034270401944
10,3,9,1,14_23,0.0,0.0005744573827510644,0.0005982864799027945
10,2,1,14,12_34,0.179233333333333,0.13597825944416456,0.13598552298174485
10,2,1,14,13_24,0.0706766666666667,0.13597825944416456,0.13598552298174485
10,2,1,14,14_23,0.75009,0.7280434811116709,0.7280289540365104
12,11,7,1,12_34,0.725893333333333,0.6742664124856786,0.7404149347078652
12,11,7,1,13_24,0.11792,0.16286679375716068,0.1297925326460674
12,11,7,1,14_23,0.156186666666667,0.16286679375716068,0.1297925326460674
12,11,4,2,12_34,0.999996666666667,0.9998076639667096,0.9998337002140166
12,11,4,2,13_24,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,4,2,14_23,0.0,9.616801664519471e-5,8.314989299167208e-5
10,2,6,15,12_34,0.0303166666666667,0.043589980784458256,0.04358956574505724
10,2,6,15,13_24,0.05555,0.043589980784458256,0.04358956574505724
10,2,6,15,14_23,0.914133333333333,0.9128200384310835,0.9128208685098855
10,3,13,1,12_34,3.33333333333333e-5,0.0015051123714321228,0.0013314534298364622
10,3,13,1,13_24,0.99995,0.9969897752571357,0.997337093140327
10,3,13,1,14_23,1.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,9,2,1,12_34,1.0,0.9988510852344978,0.9988034270401944
10,9,2,1,13_24,0.0,0.0005744573827510644,0.0005982864799027945
10,9,2,1,14_23,0.0,0.0005744573827510644,0.0005982864799027945
12,11,7,14,12_34,0.72588,0.6742664124856786,0.7404149347078652
12,11,7,14,13_24,0.11792,0.16286679375716068,0.1297925326460674
12,11,7,14,14_23,0.1562,0.16286679375716068,0.1297925326460674
10,9,1,15,12_34,1.0,0.9996727599493086,0.99965920855743
10,9,1,15,13_24,0.0,0.00016362002534568376,0.00017039572128503414
10,9,1,15,14_23,0.0,0.00016362002534568376,0.00017039572128503414
10,9,15,14,12_34,0.99692,0.9971835822133173,0.9970669109143179
10,9,15,14,13_24,6.66666666666667e-6,0.001408208893341385,0.0014665445428410553
10,9,15,14,14_23,0.00307333333333333,0.001408208893341385,0.0014665445428410553
12,11,5,15,12_34,0.999963333333333,0.9985292030429237,0.9987282905657133
12,11,5,15,13_24,1.0e-5,0.00073539847853816,0.0006358547171433312
12,11,5,15,14_23,2.66666666666667e-5,0.00073539847853816,0.0006358547171433312
10,2,1,6,12_34,0.0307833333333333,0.043589980784458256,0.04358956574505724
10,2,1,6,13_24,0.91332,0.9128200384310835,0.9128208685098855
10,2,1,6,14_23,0.0558966666666667,0.043589980784458256,0.04358956574505724
10,13,1,14,12_34,0.99654,0.9926208185652395,0.9934725726648849
10,13,1,14,13_24,6.66666666666667e-5,0.0036895907173802125,0.0032637136675575888
10,13,1,14,14_23,0.00339333333333333,0.0036895907173802125,0.0032637136675575888
12,11,8,6,12_34,0.739266666666667,0.6742664124856786,0.7404149347078652
12,11,8,6,13_24,0.0896033333333333,0.16286679375716068,0.1297925326460674
12,11,8,6,14_23,0.17113,0.16286679375716068,0.1297925326460674
10,13,9,14,12_34,0.236396666666667,0.12722358668021233,0.24523029005699892
10,13,9,14,13_24,0.706073333333333,0.7455528266395753,0.6941988644121665
10,13,9,14,14_23,0.0575333333333333,0.12722358668021233,0.060570845530834534
10,9,2,14,12_34,0.99691,0.9971835822133173,0.9970669109143179
10,9,2,14,13_24,6.66666666666667e-6,0.001408208893341385,0.0014665445428410553
10,9,2,14,14_23,0.00308333333333333,0.001408208893341385,0.0014665445428410553
10,1,15,14,12_34,0.0176633333333333,0.03873005539621983,0.038729525154173154
10,1,15,14,13_24,0.0117266666666667,0.03873005539621983,0.038729525154173154
10,1,15,14,14_23,0.97061,0.9225398892075604,0.9225409496916537
10,9,2,15,12_34,1.0,0.9988510852344978,0.9988034270401944
10,9,2,15,13_24,0.0,0.0005744573827510644,0.0005982864799027945
10,9,2,15,14_23,0.0,0.0005744573827510644,0.0005982864799027945
10,9,1,6,12_34,1.0,0.9988510852344978,0.9988034270401944
10,9,1,6,13_24,0.0,0.0005744573827510644,0.0005982864799027945
10,9,1,6,14_23,0.0,0.0005744573827510644,0.0005982864799027945
12,11,5,13,12_34,0.0131133333333333,0.02096607686690389,0.022356884745656183
12,11,5,13,13_24,0.0235833333333333,0.02096607686690389,0.022356884745656183
12,11,5,13,14_23,0.9633,0.9580678462661922,0.9552862305086877
10,13,6,14,12_34,0.996523333333333,0.9926208185652395,0.9934725726648849
10,13,6,14,13_24,7.0e-5,0.0036895907173802125,0.0032637136675575888
10,13,6,14,14_23,0.00340666666666667,0.0036895907173802125,0.0032637136675575888
10,6,15,14,12_34,0.186143333333333,0.13597825944416456,0.13598552298174485
10,6,15,14,13_24,0.0725433333333333,0.13597825944416456,0.13598552298174485
10,6,15,14,14_23,0.741313333333333,0.7280434811116709,0.7280289540365104
10,3,2,6,12_34,0.0261466666666667,0.03944796666906164,0.03945137766832796
10,3,2,6,13_24,0.0392266666666667,0.03944796666906164,0.03945137766832796
10,3,2,6,14_23,0.934626666666667,0.9211040666618767,0.9210972446633441
10,3,6,15,12_34,0.02684,0.043589980784458256,0.04358956574505724
10,3,6,15,13_24,0.0557933333333333,0.043589980784458256,0.04358956574505724
10,3,6,15,14_23,0.917366666666667,0.9128200384310835,0.9128208685098855
12,11,5,9,12_34,0.740573333333333,0.6742664124856786,0.7404149347078652
12,11,5,9,13_24,0.154856666666667,0.16286679375716068,0.1297925326460674
12,11,5,9,14_23,0.10457,0.16286679375716068,0.1297925326460674
10,13,9,1,12_34,0.236416666666667,0.12722358668021233,0.24523029005699892
10,13,9,1,13_24,0.706053333333333,0.7455528266395753,0.6941988644121665
10,13,9,1,14_23,0.0575333333333333,0.12722358668021233,0.060570845530834534
12,11,5,2,12_34,0.999996666666667,0.9998076639667096,0.9998337002140166
12,11,5,2,13_24,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,5,2,14_23,0.0,9.616801664519471e-5,8.314989299167208e-5
10,3,13,9,12_34,0.0575333333333333,0.12722358668021233,0.060570845530834534
10,3,13,9,13_24,0.236416666666667,0.12722358668021233,0.24523029005699892
10,3,13,9,14_23,0.706053333333333,0.7455528266395753,0.6941988644121665
10,1,6,14,12_34,0.0697566666666667,0.13597825944416456,0.13598552298174485
10,1,6,14,13_24,0.195326666666667,0.13597825944416456,0.13598552298174485
10,1,6,14,14_23,0.734916666666667,0.7280434811116709,0.7280289540365104
12,11,3,9,12_34,0.740573333333333,0.6742664124856786,0.7404149347078652
12,11,3,9,13_24,0.154856666666667,0.16286679375716068,0.1297925326460674
12,11,3,9,14_23,0.10457,0.16286679375716068,0.1297925326460674
10,13,9,6,12_34,0.236416666666667,0.12722358668021233,0.24523029005699892
10,13,9,6,13_24,0.706053333333333,0.7455528266395753,0.6941988644121665
10,13,9,6,14_23,0.0575333333333333,0.12722358668021233,0.060570845530834534
10,13,9,15,12_34,0.236416666666667,0.12722358668021233,0.24523029005699892
10,13,9,15,13_24,0.706053333333333,0.7455528266395753,0.6941988644121665
10,13,9,15,14_23,0.0575333333333333,0.12722358668021233,0.060570845530834534
10,5,6,14,12_34,0.0234433333333333,0.010836569095589742,0.010837213633130085
10,5,6,14,13_24,0.00702,0.010836569095589742,0.010837213633130085
10,5,6,14,14_23,0.969536666666667,0.9783268618088206,0.9783255727337399
12,11,7,5,12_34,0.725893333333333,0.6742664124856786,0.7404149347078652
12,11,7,5,13_24,0.11792,0.16286679375716068,0.1297925326460674
12,11,7,5,14_23,0.156186666666667,0.16286679375716068,0.1297925326460674
10,1,6,15,12_34,0.113903333333333,0.0949417834746423,0.09493541249821702
10,1,6,15,13_24,0.80249,0.8101164330507153,0.810129175003566
10,1,6,15,14_23,0.0836066666666667,0.0949417834746423,0.09493541249821702
12,11,4,14,12_34,0.996623333333333,0.9963945291375046,0.9968827332831662
12,11,4,14,13_24,0.00336666666666667,0.001802735431247692,0.0015586333584168618
12,11,4,14,14_23,1.0e-5,0.001802735431247692,0.0015586333584168618
10,3,9,6,12_34,0.0,7.512175882682711e-5,7.82371435503051e-5
10,3,9,6,13_24,1.0,0.9998497564823463,0.9998435257128994
10,3,9,6,14_23,0.0,7.512175882682711e-5,7.82371435503051e-5
10,2,15,14,12_34,0.16922,0.13597825944416456,0.13598552298174485
10,2,15,14,13_24,0.0734966666666667,0.13597825944416456,0.13598552298174485
10,2,15,14,14_23,0.757286666666667,0.7280434811116709,0.7280289540365104
10,13,2,15,12_34,0.999963333333333,0.9969897752571357,0.997337093140327
10,13,2,15,13_24,2.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,13,2,15,14_23,1.0e-5,0.0015051123714321228,0.0013314534298364622
12,11,5,6,12_34,1.0,0.9998827871976294,0.9998986525439146
12,11,5,6,13_24,0.0,5.860640118535019e-5,5.067372804265969e-5
12,11,5,6,14_23,0.0,5.860640118535019e-5,5.067372804265969e-5
12,11,5,3,12_34,0.999996666666667,0.9998076639667096,0.9998337002140166
12,11,5,3,13_24,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,5,3,14_23,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,7,6,12_34,0.725893333333333,0.6742664124856786,0.7404149347078652
12,11,7,6,13_24,0.11792,0.16286679375716068,0.1297925326460674
12,11,7,6,14_23,0.156186666666667,0.16286679375716068,0.1297925326460674
10,3,13,14,12_34,6.33333333333333e-5,0.0036895907173802125,0.0032637136675575888
10,3,13,14,13_24,0.996536666666667,0.9926208185652395,0.9934725726648849
10,3,13,14,14_23,0.00339666666666667,0.0036895907173802125,0.0032637136675575888
10,9,6,15,12_34,0.999996666666667,0.9988510852344978,0.9988034270401944
10,9,6,15,13_24,0.0,0.0005744573827510644,0.0005982864799027945
10,9,6,15,14_23,0.0,0.0005744573827510644,0.0005982864799027945
12,11,3,13,12_34,0.0131133333333333,0.02096607686690389,0.022356884745656183
12,11,3,13,13_24,0.0235833333333333,0.02096607686690389,0.022356884745656183
12,11,3,13,14_23,0.9633,0.9580678462661922,0.9552862305086877
12,11,4,5,12_34,1.0,0.9999610478663469,0.9999663233214159
12,11,4,5,13_24,0.0,1.947606682654162e-5,1.6838339292074115e-5
12,11,4,5,14_23,0.0,1.947606682654162e-5,1.6838339292074115e-5
10,13,1,6,12_34,0.999943333333333,0.9969897752571357,0.997337093140327
10,13,1,6,13_24,2.0e-5,0.0015051123714321228,0.0013314534298364622
10,13,1,6,14_23,3.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,3,15,14,12_34,0.164886666666667,0.13597825944416456,0.13598552298174485
10,3,15,14,13_24,0.0735266666666667,0.13597825944416456,0.13598552298174485
10,3,15,14,14_23,0.761586666666667,0.7280434811116709,0.7280289540365104
12,11,4,13,12_34,0.0131133333333333,0.02096607686690389,0.022356884745656183
12,11,4,13,13_24,0.0235833333333333,0.02096607686690389,0.022356884745656183
12,11,4,13,14_23,0.9633,0.9580678462661922,0.9552862305086877
10,3,1,15,12_34,0.79153,0.8101164330507153,0.810129175003566
10,3,1,15,13_24,0.122693333333333,0.0949417834746423,0.09493541249821702
10,3,1,15,14_23,0.0857766666666667,0.0949417834746423,0.09493541249821702
12,11,8,15,12_34,0.739266666666667,0.6742664124856786,0.7404149347078652
12,11,8,15,13_24,0.0896033333333333,0.16286679375716068,0.1297925326460674
12,11,8,15,14_23,0.17113,0.16286679375716068,0.1297925326460674
12,8,4,15,12_34,0.99656,0.9969897752571357,0.9967339943514457
12,8,4,15,13_24,1.0e-5,0.0015051123714321228,0.001633002824277136
12,8,4,15,14_23,0.00343,0.0015051123714321228,0.001633002824277136
12,11,3,1,12_34,0.99995,0.9985292030429237,0.9987282905657133
12,11,3,1,13_24,1.66666666666667e-5,0.00073539847853816,0.0006358547171433312
12,11,3,1,14_23,3.33333333333333e-5,0.00073539847853816,0.0006358547171433312
12,7,4,5,12_34,1.0,0.9999202781349623,0.9999135115148831
12,7,4,5,13_24,0.0,3.986093251883911e-5,4.3244242558470205e-5
12,7,4,5,14_23,0.0,3.986093251883911e-5,4.3244242558470205e-5
12,7,8,5,12_34,0.152243333333333,0.17493148272535045,0.12312048264371912
12,7,8,5,13_24,0.08212,0.17493148272535045,0.12312048264371912
12,7,8,5,14_23,0.765636666666667,0.6501370345492992,0.7537590347125618
12,7,8,14,12_34,0.152243333333333,0.17493148272535045,0.12312048264371912
12,7,8,14,13_24,0.08212,0.17493148272535045,0.12312048264371912
12,7,8,14,14_23,0.765636666666667,0.6501370345492992,0.7537590347125618
12,8,4,6,12_34,0.996666666666667,0.99976010497154,0.999739719345381
12,8,4,6,13_24,0.0,0.00011994751423001154,0.00013014032730948748
12,8,4,6,14_23,0.00333333333333333,0.00011994751423001154,0.00013014032730948748
12,8,5,13,12_34,0.00337333333333333,0.010244033150936442,0.00870527007964484
12,8,5,13,13_24,0.0200633333333333,0.010244033150936442,0.00870527007964484
12,8,5,13,14_23,0.976563333333333,0.9795119336981272,0.9825894598407103
12,7,13,9,12_34,0.0,0.005376011724542865,0.003215391161249401
12,7,13,9,13_24,0.996653333333333,0.9892479765509142,0.9935692176775012
12,7,13,9,14_23,0.00334666666666667,0.005376011724542865,0.003215391161249401
12,7,3,6,12_34,0.996656666666667,0.9996063530839049,0.9995729086961759
12,7,3,6,13_24,0.0,0.0001968234580475299,0.00021354565191207704
12,7,3,6,14_23,0.00334333333333333,0.0001968234580475299,0.00021354565191207704
12,7,9,14,12_34,0.153116666666667,0.17493148272535045,0.12312048264371912
12,7,9,14,13_24,0.0952866666666667,0.17493148272535045,0.12312048264371912
12,7,9,14,14_23,0.751596666666667,0.6501370345492992,0.7537590347125618
12,7,6,15,12_34,0.996613333333333,0.9969897752571357,0.9967339943514457
12,7,6,15,13_24,0.00336,0.0015051123714321228,0.001633002824277136
12,7,6,15,14_23,2.66666666666667e-5,0.0015051123714321228,0.001633002824277136
12,7,5,6,12_34,1.0,0.99976010497154,0.999739719345381
12,7,5,6,13_24,0.0,0.00011994751423001154,0.00013014032730948748
12,7,5,6,14_23,0.0,0.00011994751423001154,0.00013014032730948748
12,7,9,6,12_34,0.153116666666667,0.17493148272535045,0.12312048264371912
12,7,9,6,13_24,0.0952866666666667,0.17493148272535045,0.12312048264371912
12,7,9,6,14_23,0.751596666666667,0.6501370345492992,0.7537590347125618
12,11,13,1,12_34,0.0131133333333333,0.02096607686690389,0.022356884745656183
12,11,13,1,13_24,0.9633,0.9580678462661922,0.9552862305086877
12,11,13,1,14_23,0.0235833333333333,0.02096607686690389,0.022356884745656183
12,8,5,1,12_34,0.996513333333333,0.9969897752571357,0.9967339943514457
12,8,5,1,13_24,1.66666666666667e-5,0.0015051123714321228,0.001633002824277136
12,8,5,1,14_23,0.00347,0.0015051123714321228,0.001633002824277136
12,7,2,15,12_34,0.99994,0.9969897752571357,0.9967339943514457
12,7,2,15,13_24,2.33333333333333e-5,0.0015051123714321228,0.001633002824277136
12,7,2,15,14_23,3.66666666666667e-5,0.0015051123714321228,0.001633002824277136
12,7,13,1,12_34,0.00337333333333333,0.010244033150936442,0.00870527007964484
12,7,13,1,13_24,0.976536666666667,0.9795119336981272,0.9825894598407103
12,7,13,1,14_23,0.02009,0.010244033150936442,0.00870527007964484
12,7,3,9,12_34,0.153116666666667,0.17493148272535045,0.12312048264371912
12,7,3,9,13_24,0.751596666666667,0.6501370345492992,0.7537590347125618
12,7,3,9,14_23,0.0952866666666667,0.17493148272535045,0.12312048264371912
12,11,13,9,12_34,0.0153566666666667,0.02096607686690389,0.022356884745656183
12,11,13,9,13_24,0.961086666666667,0.9580678462661922,0.9552862305086877
12,11,13,9,14_23,0.0235566666666667,0.02096607686690389,0.022356884745656183
12,7,15,14,12_34,0.996273333333333,0.9926208185652395,0.991994231991414
12,7,15,14,13_24,0.00365333333333333,0.0036895907173802125,0.004002884004293003
12,7,15,14,14_23,7.33333333333333e-5,0.0036895907173802125,0.004002884004293003
12,7,3,13,12_34,0.00337333333333333,0.010244033150936442,0.00870527007964484
12,7,3,13,13_24,0.02009,0.010244033150936442,0.00870527007964484
12,7,3,13,14_23,0.976536666666667,0.9795119336981272,0.9825894598407103
12,7,8,6,12_34,0.152243333333333,0.17493148272535045,0.12312048264371912
12,7,8,6,13_24,0.08212,0.17493148272535045,0.12312048264371912
12,7,8,6,14_23,0.765636666666667,0.6501370345492992,0.7537590347125618
12,7,8,2,12_34,0.152243333333333,0.17493148272535045,0.12312048264371912
12,7,8,2,13_24,0.08212,0.17493148272535045,0.12312048264371912
12,7,8,2,14_23,0.765636666666667,0.6501370345492992,0.7537590347125618
12,11,9,15,12_34,0.740573333333333,0.6742664124856786,0.7404149347078652
12,11,9,15,13_24,0.10457,0.16286679375716068,0.1297925326460674
12,11,9,15,14_23,0.154856666666667,0.16286679375716068,0.1297925326460674
12,11,2,6,12_34,0.999996666666667,0.9998076639667096,0.9998337002140166
12,11,2,6,13_24,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,2,6,14_23,0.0,9.616801664519471e-5,8.314989299167208e-5
12,11,15,14,12_34,0.99663,0.9963945291375046,0.9968827332831662
12,11,15,14,13_24,0.00336,0.001802735431247692,0.0015586333584168618
12,11,15,14,14_23,1.0e-5,0.001802735431247692,0.0015586333584168618
12,7,13,14,12_34,0.00337333333333333,0.010244033150936442,0.00870527007964484
12,7,13,14,13_24,0.976536666666667,0.9795119336981272,0.9825894598407103
12,7,13,14,14_23,0.02009,0.010244033150936442,0.00870527007964484
12,8,3,9,12_34,0.00166,0.016431844567449144,0.008369597061378648
12,8,3,9,13_24,0.982333333333333,0.9671363108651017,0.9832608058772427
12,8,3,9,14_23,0.0160066666666667,0.016431844567449144,0.008369597061378648
12,7,4,1,12_34,0.996626666666667,0.9969897752571357,0.9967339943514457
12,7,4,1,13_24,0.00335333333333333,0.0015051123714321228,0.001633002824277136
12,7,4,1,14_23,2.33333333333333e-5,0.0015051123714321228,0.001633002824277136
12,11,2,1,12_34,0.99995,0.9985292030429237,0.9987282905657133
12,11,2,1,13_24,1.66666666666667e-5,0.00073539847853816,0.0006358547171433312
12,11,2,1,14_23,3.33333333333333e-5,0.00073539847853816,0.0006358547171433312
12,7,1,15,12_34,1.0,0.9991426116827589,0.999069821219599
12,7,1,15,13_24,0.0,0.0004286941586205418,0.00046508939020051005
12,7,1,15,14_23,0.0,0.0004286941586205418,0.00046508939020051005
12,7,4,6,12_34,1.0,0.99976010497154,0.999739719345381
12,7,4,6,13_24,0.0,0.00011994751423001154,0.00013014032730948748
12,7,4,6,14_23,0.0,0.00011994751423001154,0.00013014032730948748
12,7,9,1,12_34,0.153116666666667,0.17493148272535045,0.12312048264371912
12,7,9,1,13_24,0.0952866666666667,0.17493148272535045,0.12312048264371912
12,7,9,1,14_23,0.751596666666667,0.6501370345492992,0.7537590347125618
12,7,5,1,12_34,0.996626666666667,0.9969897752571357,0.9967339943514457
12,7,5,1,13_24,0.00335333333333333,0.0015051123714321228,0.001633002824277136
12,7,5,1,14_23,2.33333333333333e-5,0.0015051123714321228,0.001633002824277136
12,7,2,1,12_34,0.99995,0.9969897752571357,0.9967339943514457
12,7,2,1,13_24,2.33333333333333e-5,0.0015051123714321228,0.001633002824277136
12,7,2,1,14_23,2.66666666666667e-5,0.0015051123714321228,0.001633002824277136
12,11,2,15,12_34,0.999966666666667,0.9985292030429237,0.9987282905657133
12,11,2,15,13_24,1.0e-5,0.00073539847853816,0.0006358547171433312
12,11,2,15,14_23,2.33333333333333e-5,0.00073539847853816,0.0006358547171433312
12,7,8,3,12_34,0.152243333333333,0.17493148272535045,0.12312048264371912
12,7,8,3,13_24,0.08212,0.17493148272535045,0.12312048264371912
12,7,8,3,14_23,0.765636666666667,0.6501370345492992,0.7537590347125618
12,8,5,6,12_34,0.996666666666667,0.99976010497154,0.999739719345381
12,8,5,6,13_24,0.0,0.00011994751423001154,0.00013014032730948748
12,8,5,6,14_23,0.00333333333333333,0.00011994751423001154,0.00013014032730948748
12,7,5,9,12_34,0.153116666666667,0.17493148272535045,0.12312048264371912
12,7,5,9,13_24,0.751596666666667,0.6501370345492992,0.7537590347125618
12,7,5,9,14_23,0.0952866666666667,0.17493148272535045,0.12312048264371912
12,11,13,2,12_34,0.0131133333333333,0.02096607686690389,0.022356884745656183
12,11,13,2,13_24,0.9633,0.9580678462661922,0.9552862305086877
12,11,13,2,14_23,0.0235833333333333,0.02096607686690389,0.022356884745656183
12,11,9,6,12_34,0.740573333333333,0.6742664124856786,0.7404149347078652
