tx1,tx2,tx3,tx4,quartet,obsCF,expCF_net0,expCF_net1
10,11,4,3,14_23,0.0,0.0001968234580475299,0.00014899163855417805
10,12,8,1,12_34,0.231126666666667,0.12722358668021233,0.24523029005699892
10,12,8,1,13_24,0.728303333333333,0.7455528266395753,0.6941988644121665
10,12,8,1,14_23,0.04057,0.12722358668021233,0.060570845530834534
10,11,8,6,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,6,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,6,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,12,4,6,12_34,1.0,0.99976010497154,0.9997877826264838
10,12,4,6,13_24,0.0,0.00011994751423001154,0.00010610868675806438
10,12,4,6,14_23,0.0,0.00011994751423001154,0.00010610868675806438
10,11,8,4,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,4,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,4,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,12,11,14,12_34,0.0690333333333333,0.16286679375716068,0.0906408332623887
10,12,11,14,13_24,0.416103333333333,0.16286679375716068,0.3927553759395892
10,12,11,14,14_23,0.514863333333333,0.6742664124856786,0.516603790798022
10,11,8,3,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,3,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,3,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,12,9,6,12_34,0.236716666666667,0.12722358668021233,0.24523029005699892
10,12,9,6,13_24,0.70954,0.7455528266395753,0.6941988644121665
10,12,9,6,14_23,0.0537466666666667,0.12722358668021233,0.060570845530834534
10,12,7,3,12_34,0.287576666666667,0.17493148272535045,0.3097976340917461
10,12,7,3,13_24,0.56981,0.6501370345492992,0.5650641763426723
10,12,7,3,14_23,0.142613333333333,0.17493148272535045,0.12513818956558168
10,12,9,14,12_34,0.236706666666667,0.12722358668021233,0.24523029005699892
10,12,9,14,13_24,0.709563333333333,0.7455528266395753,0.6941988644121665
10,12,9,14,14_23,0.05373,0.12722358668021233,0.060570845530834534
10,12,9,2,12_34,0.236716666666667,0.12722358668021233,0.24523029005699892
10,12,9,2,13_24,0.70954,0.7455528266395753,0.6941988644121665
10,12,9,2,14_23,0.0537466666666667,0.12722358668021233,0.060570845530834534
10,12,9,1,12_34,0.236716666666667,0.12722358668021233,0.24523029005699892
10,12,9,1,13_24,0.70954,0.7455528266395753,0.6941988644121665
10,12,9,1,14_23,0.0537466666666667,0.12722358668021233,0.060570845530834534
10,12,11,8,12_34,0.0174933333333333,0.06216149295867718,0.008400647936270397
10,12,11,8,13_24,0.275153333333333,0.06216149295867718,0.31051519061347094
10,12,11,8,14_23,0.707353333333333,0.8756770140826456,0.6810841614502585
10,12,7,6,12_34,0.287576666666667,0.17493148272535045,0.3097976340917461
10,12,7,6,13_24,0.56981,0.6501370345492992,0.5650641763426723
10,12,7,6,14_23,0.142613333333333,0.17493148272535045,0.12513818956558168
10,12,8,5,12_34,0.231126666666667,0.12722358668021233,0.24523029005699892
10,12,8,5,13_24,0.728303333333333,0.7455528266395753,0.6941988644121665
10,12,8,5,14_23,0.04057,0.12722358668021233,0.060570845530834534
10,12,5,14,12_34,0.996526666666667,0.9926208185652395,0.9934725726648849
10,12,5,14,13_24,7.0e-5,0.0036895907173802125,0.0032637136675575888
10,12,5,14,14_23,0.00340333333333333,0.0036895907173802125,0.0032637136675575888
10,12,2,14,12_34,0.996536666666667,0.9926208185652395,0.9934725726648849
10,12,2,14,13_24,6.33333333333333e-5,0.0036895907173802125,0.0032637136675575888
10,12,2,14,14_23,0.00339666666666667,0.0036895907173802125,0.0032637136675575888
10,12,7,15,12_34,0.287576666666667,0.17493148272535045,0.3097976340917461
10,12,7,15,13_24,0.56981,0.6501370345492992,0.5650641763426723
10,12,7,15,14_23,0.142613333333333,0.17493148272535045,0.12513818956558168
10,12,11,5,12_34,0.06903,0.16286679375716068,0.0906408332623887
10,12,11,5,13_24,0.416116666666667,0.16286679375716068,0.3927553759395892
10,12,11,5,14_23,0.514853333333333,0.6742664124856786,0.516603790798022
10,12,15,14,12_34,0.99654,0.9926208185652395,0.9934725726648849
10,12,15,14,13_24,6.66666666666667e-5,0.0036895907173802125,0.0032637136675575888
10,12,15,14,14_23,0.00339333333333333,0.0036895907173802125,0.0032637136675575888
10,12,7,8,12_34,0.35179,0.2424255575156789,0.3311377416171152
10,12,7,8,13_24,0.0440166666666667,0.2424255575156789,0.0722190965210158
10,12,7,8,14_23,0.604193333333333,0.5151488849686422,0.5966431618618689
10,12,7,1,12_34,0.287576666666667,0.17493148272535045,0.3097976340917461
10,12,7,1,13_24,0.56981,0.6501370345492992,0.5650641763426723
10,12,7,1,14_23,0.142613333333333,0.17493148272535045,0.12513818956558168
10,12,4,5,12_34,1.0,0.9999202781349623,0.9999294824305026
10,12,4,5,13_24,0.0,3.986093251883911e-5,3.5258784748668405e-5
10,12,4,5,14_23,0.0,3.986093251883911e-5,3.5258784748668405e-5
10,12,3,6,12_34,0.999996666666667,0.9996063530839049,0.999651775139102
10,12,3,6,13_24,3.33333333333333e-6,0.0001968234580475299,0.00017411243044901522
10,12,3,6,14_23,0.0,0.0001968234580475299,0.00017411243044901522
10,11,7,9,12_34,0.4065,0.2424255575156789,0.3601047001554067
10,11,7,9,13_24,0.0538,0.2424255575156789,0.05773561725187006
10,11,7,9,14_23,0.5397,0.5151488849686422,0.5821596825927232
10,11,7,1,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,1,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,1,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,11,7,4,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,4,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,4,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,11,8,14,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,14,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,14,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,11,7,15,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,15,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,15,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,12,13,6,12_34,0.00800333333333333,0.010244033150936442,0.01283367999811319
10,12,13,6,13_24,0.0167733333333333,0.010244033150936442,0.01283367999811319
10,12,13,6,14_23,0.975226666666667,0.9795119336981272,0.9743326400037736
10,12,1,14,12_34,0.99654,0.9926208185652395,0.9934725726648849
10,12,1,14,13_24,6.66666666666667e-5,0.0036895907173802125,0.0032637136675575888
10,12,1,14,14_23,0.00339333333333333,0.0036895907173802125,0.0032637136675575888
10,12,4,3,12_34,0.999996666666667,0.9996063530839049,0.999651775139102
10,12,4,3,13_24,0.0,0.0001968234580475299,0.00017411243044901522
10,12,4,3,14_23,0.0,0.0001968234580475299,0.00017411243044901522
10,11,7,13,12_34,0.32781,0.0854715891559919,0.33565626793897024
10,11,7,13,13_24,0.63859,0.8290568216880162,0.6308020067992599
10,11,7,13,14_23,0.0336,0.0854715891559919,0.033541725261769746
10,12,11,4,12_34,0.06903,0.16286679375716068,0.0906408332623887
10,12,11,4,13_24,0.416116666666667,0.16286679375716068,0.3927553759395892
10,12,11,4,14_23,0.514853333333333,0.6742664124856786,0.516603790798022
10,12,1,6,12_34,0.999943333333333,0.9969897752571357,0.997337093140327
10,12,1,6,13_24,2.0e-5,0.0015051123714321228,0.0013314534298364622
10,12,1,6,14_23,3.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,11,8,13,12_34,0.27512,0.06216149295867718,0.31051519061347094
10,11,8,13,13_24,0.70733,0.8756770140826456,0.6810841614502585
10,11,8,13,14_23,0.01755,0.06216149295867718,0.008400647936270397
10,12,11,7,12_34,0.03345,0.0854715891559919,0.033541725261769746
10,12,11,7,13_24,0.326293333333333,0.0854715891559919,0.33565626793897024
10,12,11,7,14_23,0.640253333333333,0.8290568216880162,0.6308020067992599
10,12,11,6,12_34,0.06903,0.16286679375716068,0.0906408332623887
10,12,11,6,13_24,0.416116666666667,0.16286679375716068,0.3927553759395892
10,12,11,6,14_23,0.514853333333333,0.6742664124856786,0.516603790798022
10,12,8,9,12_34,0.88859,0.9138951877492547,0.8706717681015704
10,12,8,9,13_24,0.07196,0.04305240612537263,0.06466411594921477
10,12,8,9,14_23,0.0394466666666667,0.04305240612537263,0.06466411594921477
10,11,7,14,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,14,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,14,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,12,13,2,12_34,0.00800333333333333,0.010244033150936442,0.01283367999811319
10,12,13,2,13_24,0.0167733333333333,0.010244033150936442,0.01283367999811319
10,12,13,2,14_23,0.975226666666667,0.9795119336981272,0.9743326400037736
10,12,5,15,12_34,0.999963333333333,0.9969897752571357,0.997337093140327
10,12,5,15,13_24,2.33333333333333e-5,0.0015051123714321228,0.0013314534298364622
10,12,5,15,14_23,1.0e-5,0.0015051123714321228,0.0013314534298364622
10,12,4,9,12_34,0.236716666666667,0.12722358668021233,0.24523029005699892
10,12,4,9,13_24,0.0537466666666667,0.12722358668021233,0.060570845530834534
10,12,4,9,14_23,0.70954,0.7455528266395753,0.6941988644121665
10,12,7,4,12_34,0.287576666666667,0.17493148272535045,0.3097976340917461
10,12,7,4,13_24,0.56981,0.6501370345492992,0.5650641763426723
10,12,7,4,14_23,0.142613333333333,0.17493148272535045,0.12513818956558168
10,12,11,2,12_34,0.06903,0.16286679375716068,0.0906408332623887
10,12,11,2,13_24,0.416116666666667,0.16286679375716068,0.3927553759395892
10,12,11,2,14_23,0.514853333333333,0.6742664124856786,0.516603790798022
10,12,6,14,12_34,0.996523333333333,0.9926208185652395,0.9934725726648849
10,12,6,14,13_24,7.0e-5,0.0036895907173802125,0.0032637136675575888
10,12,6,14,14_23,0.00340666666666667,0.0036895907173802125,0.0032637136675575888
10,12,13,1,12_34,0.00800333333333333,0.010244033150936442,0.01283367999811319
10,12,13,1,13_24,0.0167733333333333,0.010244033150936442,0.01283367999811319
10,12,13,1,14_23,0.975226666666667,0.9795119336981272,0.9743326400037736
10,12,7,14,12_34,0.287583333333333,0.17493148272535045,0.3097976340917461
10,12,7,14,13_24,0.569823333333333,0.6501370345492992,0.5650641763426723
10,12,7,14,14_23,0.142593333333333,0.17493148272535045,0.12513818956558168
10,12,4,14,12_34,0.996526666666667,0.9926208185652395,0.9934725726648849
10,12,4,14,13_24,7.0e-5,0.0036895907173802125,0.0032637136675575888
10,12,4,14,14_23,0.00340333333333333,0.0036895907173802125,0.0032637136675575888
10,11,7,2,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,2,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,2,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,12,8,13,12_34,0.00693,0.003909847918599394,0.0073177769637208945
10,12,8,13,13_24,0.99014,0.9921803041628012,0.9853644460725582
10,12,8,13,14_23,0.00293,0.003909847918599394,0.0073177769637208945
10,12,5,1,12_34,0.999946666666667,0.9969897752571357,0.997337093140327
10,12,5,1,13_24,3.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,12,5,1,14_23,2.0e-5,0.0015051123714321228,0.0013314534298364622
10,11,7,8,12_34,0.39083,0.2424255575156789,0.3601047001554067
10,11,7,8,13_24,0.0394666666666667,0.2424255575156789,0.05773561725187006
10,11,7,8,14_23,0.569706666666667,0.5151488849686422,0.5821596825927232
10,12,11,1,12_34,0.06903,0.16286679375716068,0.0906408332623887
10,12,11,1,13_24,0.416116666666667,0.16286679375716068,0.3927553759395892
10,12,11,1,14_23,0.514853333333333,0.6742664124856786,0.516603790798022
10,11,8,1,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,1,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,1,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,12,8,3,12_34,0.231126666666667,0.12722358668021233,0.24523029005699892
10,12,8,3,13_24,0.728303333333333,0.7455528266395753,0.6941988644121665
10,12,8,3,14_23,0.04057,0.12722358668021233,0.060570845530834534
10,12,11,3,12_34,0.06903,0.16286679375716068,0.0906408332623887
10,12,11,3,13_24,0.416116666666667,0.16286679375716068,0.3927553759395892
10,12,11,3,14_23,0.514853333333333,0.6742664124856786,0.516603790798022
10,12,3,15,12_34,0.999963333333333,0.9969897752571357,0.997337093140327
10,12,3,15,13_24,2.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,12,3,15,14_23,1.0e-5,0.0015051123714321228,0.0013314534298364622
10,11,7,5,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,5,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,5,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,12,4,13,12_34,0.00800333333333333,0.010244033150936442,0.01283367999811319
10,12,4,13,13_24,0.975226666666667,0.9795119336981272,0.9743326400037736
10,12,4,13,14_23,0.0167733333333333,0.010244033150936442,0.01283367999811319
10,11,8,5,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,5,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,5,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,12,3,14,12_34,0.996536666666667,0.9926208185652395,0.9934725726648849
10,12,3,14,13_24,6.33333333333333e-5,0.0036895907173802125,0.0032637136675575888
10,12,3,14,14_23,0.00339666666666667,0.0036895907173802125,0.0032637136675575888
10,11,7,3,12_34,0.397616666666667,0.17493148272535045,0.3882220573783106
10,11,7,3,13_24,0.500116666666667,0.6501370345492992,0.5258519646993899
10,11,7,3,14_23,0.102266666666667,0.17493148272535045,0.0859259779222994
10,12,2,15,12_34,0.999963333333333,0.9969897752571357,0.997337093140327
10,12,2,15,13_24,2.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,12,2,15,14_23,1.0e-5,0.0015051123714321228,0.0013314534298364622
10,12,11,9,12_34,0.0134333333333333,0.06216149295867718,0.008400647936270397
10,12,11,9,13_24,0.28756,0.06216149295867718,0.31051519061347094
10,12,11,9,14_23,0.699003333333333,0.8756770140826456,0.6810841614502585
10,12,8,6,12_34,0.231126666666667,0.12722358668021233,0.24523029005699892
10,12,8,6,13_24,0.728303333333333,0.7455528266395753,0.6941988644121665
10,12,8,6,14_23,0.04057,0.12722358668021233,0.060570845530834534
10,11,4,5,12_34,1.0,0.9999202781349623,0.999939656644852
10,11,4,5,13_24,0.0,3.986093251883911e-5,3.017167757399987e-5
10,11,4,5,14_23,0.0,3.986093251883911e-5,3.017167757399987e-5
10,12,8,4,12_34,0.231126666666667,0.12722358668021233,0.24523029005699892
10,12,8,4,13_24,0.728303333333333,0.7455528266395753,0.6941988644121665
10,12,8,4,14_23,0.04057,0.12722358668021233,0.060570845530834534
10,11,8,2,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,2,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,2,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,11,8,15,12_34,0.318653333333333,0.12722358668021233,0.3236547133435635
10,11,8,15,13_24,0.664193333333333,0.7455528266395753,0.6549866527688841
10,11,8,15,14_23,0.0171533333333333,0.12722358668021233,0.021358633887552252
10,12,3,2,12_34,1.0,0.9999534142887235,0.9999587861484976
10,12,3,2,13_24,0.0,2.3292855638245244e-5,2.060692575118378e-5
10,12,3,2,14_23,0.0,2.3292855638245244e-5,2.060692575118378e-5
10,11,8,9,12_34,0.89341,0.9138951877492547,0.8726403417574592
10,11,8,9,13_24,0.0661533333333333,0.04305240612537263,0.06367982912127042
10,11,8,9,14_23,0.0404366666666667,0.04305240612537263,0.06367982912127042
10,12,6,15,12_34,0.999963333333333,0.9969897752571357,0.997337093140327
10,12,6,15,13_24,2.66666666666667e-5,0.0015051123714321228,0.0013314534298364622
10,12,6,15,14_23,1.33333333333333e-5,0.0015051123714321228,0.0013314534298364622
10,12,5,6,12_34,1.0,0.99976010497154,0.9997877826264838
10,12,5,6,13_24,0.0,0.00011994751423001154,0.00010610868675806438
10,12,5,6,14_23,0.0,0.00011994751423001154,0.00010610868675806438
10,8,4,13,12_34,0.725023333333333,0.7455528266395753,0.6941988644121665
10,8,4,13,13_24,0.04435,0.12722358668021233,0.060570845530834534
10,8,4,13,14_23,0.230626666666667,0.12722358668021233,0.24523029005699892
10,11,6,15,12_34,0.999996666666667,0.9969897752571357,0.9977212950544849
10,11,6,15,13_24,0.0,0.0015051123714321228,0.001139352472757564
10,11,6,15,14_23,3.33333333333333e-6,0.0015051123714321228,0.001139352472757564
10,11,1,14,12_34,0.999933333333333,0.9926208185652395,0.9944143442734439
10,11,1,14,13_24,5.66666666666667e-5,0.0036895907173802125,0.002792827863278049
10,11,1,14,14_23,1.0e-5,0.0036895907173802125,0.002792827863278049
10,7,3,15,12_34,0.999906666666667,0.9984202507671827,0.9981707951092055
10,7,3,15,13_24,5.0e-5,0.0007898746164086688,0.0009146024453972413
10,7,3,15,14_23,4.33333333333333e-5,0.0007898746164086688,0.0009146024453972413
10,11,9,2,12_34,0.3385,0.12722358668021233,0.3236547133435635
10,11,9,2,13_24,0.64437,0.7455528266395753,0.6549866527688841
10,11,9,2,14_23,0.0171266666666667,0.12722358668021233,0.021358633887552252
10,11,3,9,12_34,0.3385,0.12722358668021233,0.3236547133435635
10,11,3,9,13_24,0.0171266666666667,0.12722358668021233,0.021358633887552252
10,11,3,9,14_23,0.64437,0.7455528266395753,0.6549866527688841
10,11,3,13,12_34,0.407933333333333,0.16286679375716068,0.3927553759395892
10,11,3,13,13_24,0.518876666666667,0.6742664124856786,0.516603790798022
10,11,3,13,14_23,0.07319,0.16286679375716068,0.0906408332623887
10,11,13,2,12_34,0.407933333333333,0.16286679375716068,0.3927553759395892
10,11,13,2,13_24,0.07319,0.16286679375716068,0.0906408332623887
10,11,13,2,14_23,0.518876666666667,0.6742664124856786,0.516603790798022
10,11,1,6,12_34,0.999996666666667,0.9969897752571357,0.9977212950544849
10,11,1,6,13_24,3.33333333333333e-6,0.0015051123714321228,0.001139352472757564
10,11,1,6,14_23,0.0,0.0015051123714321228,0.001139352472757564
10,11,2,1,12_34,0.999996666666667,0.9969897752571357,0.9977212950544849
10,11,2,1,13_24,0.0,0.0015051123714321228,0.001139352472757564
10,11,2,1,14_23,0.0,0.0015051123714321228,0.001139352472757564
10,7,13,15,12_34,0.564383333333333,0.6501370345492992,0.5650641763426723
10,7,13,15,13_24,0.288373333333333,0.17493148272535045,0.3097976340917461
10,7,13,15,14_23,0.147243333333333,0.17493148272535045,0.12513818956558168
10,7,13,14,12_34,0.56441,0.6501370345492992,0.5650641763426723
10,7,13,14,13_24,0.288333333333333,0.17493148272535045,0.3097976340917461
10,7,13,14,14_23,0.147256666666667,0.17493148272535045,0.12513818956558168
10,11,9,14,12_34,0.3385,0.12722358668021233,0.3236547133435635
10,11,9,14,13_24,0.64437,0.7455528266395753,0.6549866527688841
10,11,9,14,14_23,0.0171266666666667,0.12722358668021233,0.021358633887552252
10,11,5,15,12_34,0.999996666666667,0.9969897752571357,0.9977212950544849
10,11,5,15,13_24,0.0,0.0015051123714321228,0.001139352472757564
10,11,5,15,14_23,0.0,0.0015051123714321228,0.001139352472757564
10,11,5,3,12_34,1.0,0.9996063530839049,0.9997020167228916
10,11,5,3,13_24,0.0,0.0001968234580475299,0.00014899163855417805
10,11,5,3,14_23,0.0,0.0001968234580475299,0.00014899163855417805
10,7,3,9,12_34,0.0940833333333333,0.2424255575156789,0.09495445645579823
10,7,3,9,13_24,0.31084,0.2424255575156789,0.2856670217475503
10,7,3,9,14_23,0.595076666666667,0.5151488849686422,0.6193785217966514
10,7,8,14,12_34,0.0756333333333333,0.2424255575156789,0.09495445645579823
10,7,8,14,13_24,0.625236666666667,0.5151488849686422,0.6193785217966514
10,7,8,14,14_23,0.29913,0.2424255575156789,0.2856670217475503
10,7,4,13,12_34,0.564383333333333,0.6501370345492992,0.5650641763426723
10,7,4,13,13_24,0.147243333333333,0.17493148272535045,0.12513818956558168
10,7,4,13,14_23,0.288373333333333,0.17493148272535045,0.3097976340917461
10,11,13,6,12_34,0.407933333333333,0.16286679375716068,0.3927553759395892
10,11,13,6,13_24,0.07319,0.16286679375716068,0.0906408332623887
10,11,13,6,14_23,0.518876666666667,0.6742664124856786,0.516603790798022
10,7,8,2,12_34,0.0756333333333333,0.2424255575156789,0.09495445645579823
10,7,8,2,13_24,0.625236666666667,0.5151488849686422,0.6193785217966514
10,7,8,2,14_23,0.29913,0.2424255575156789,0.2856670217475503
10,7,4,6,12_34,1.0,0.9998741044209192,0.9998542235692033
10,7,4,6,13_24,0.0,6.294778954042796e-5,7.288821539836761e-5
10,7,4,6,14_23,0.0,6.294778954042796e-5,7.288821539836761e-5
10,7,13,6,12_34,0.564383333333333,0.6501370345492992,0.5650641763426723
10,7,13,6,13_24,0.288373333333333,0.17493148272535045,0.3097976340917461
